time, ax, ay, az, gx, gy, gz, mx, my, mz
   676896104,   -0.00293,    -0.01537,    +0.99259,   +0.10996,    +0.07819,    +0.00122,  -15.13800,   -54.86800,    +0.98600
   676907350,   -0.00220,    -0.01025,    +0.98966,   +0.11118,    +0.07453,    +0.00855,  -14.67400,   -54.63600,    +1.27600
   676918596,   -0.00586,    -0.00293,    +0.99698,   +0.11362,    +0.08308,    -0.00122,  -14.79000,   -55.04200,    +0.69600
   676929843,   -0.00439,    -0.01391,    +0.97942,   +0.11729,    +0.08430,    +0.00122,  -14.79000,   -55.04200,    +0.69600
   676941091,   -0.00439,    -0.00952,    +0.99552,   +0.11484,    +0.07819,    -0.00122,  -14.96400,   -55.15800,    +1.56600
   676952337,   +0.00293,    -0.01318,    +0.99332,   +0.10873,    +0.07819,    +0.00489,  -15.02200,   -54.92600,    +0.58000
   676963648,   -0.00146,    -0.00878,    +0.99772,   +0.11606,    +0.07453,    +0.00367,  -15.02200,   -55.10000,    +0.98600
   676974944,   +0.00000,    -0.00659,    +0.99113,   +0.11362,    +0.06964,    +0.00122,  -14.84800,   -55.21600,    -0.11600
   676986194,   -0.00659,    -0.00878,    +0.99406,   +0.11973,    +0.07575,    +0.00122,  -14.90600,   -54.98400,    +0.98600
   676997440,   -0.00220,    -0.00366,    +0.99552,   +0.10873,    +0.08063,    +0.00244,  -15.42800,   -55.21600,    +0.34800
   677008703,   -0.00952,    -0.00512,    +0.99113,   +0.11240,    +0.07819,    -0.00367,  -14.84800,   -55.56400,    +1.62400
   677019952,   -0.00439,    -0.00952,    +0.99406,   +0.11484,    +0.07819,    +0.00244,  -14.84800,   -55.56400,    +1.62400
   677031199,   +0.00146,    -0.01318,    +0.99186,   +0.10873,    +0.08063,    +0.00000,  -15.25400,   -54.86800,    +1.74000
   677042472,   -0.00512,    -0.01318,    +0.99332,   +0.11729,    +0.08063,    +0.00122,  -14.67400,   -54.81000,    +0.92800
   677053720,   -0.00586,    -0.01391,    +0.99332,   +0.11362,    +0.07941,    +0.00244,  -14.84800,   -54.69400,    +1.27600
   677065026,   -0.00439,    -0.01025,    +0.99772,   +0.11362,    +0.07575,    +0.00000,  -14.84800,   -54.69400,    +0.58000
   677076277,   +0.00000,    -0.00952,    +0.99406,   +0.10996,    +0.07575,    -0.00367,  -14.55800,   -54.17200,    +0.98600
   677087532,   +0.00000,    -0.00878,    +0.99918,   +0.11118,    +0.08063,    +0.00000,  -14.96400,   -54.86800,    +0.98600
   677098781,   -0.00073,    -0.01171,    +1.00064,   +0.10996,    +0.07330,    +0.00000,  -14.96400,   -55.10000,    +1.27600
   677110035,   +0.00000,    -0.01391,    +0.99479,   +0.11484,    +0.07453,    +0.00244,  -14.96400,   -55.10000,    +1.27600
   677121283,   -0.00293,    -0.01318,    +0.99479,   +0.11484,    +0.07941,    -0.00489,  -14.73200,   -54.92600,    +1.16000
   677132576,   -0.00293,    -0.00952,    +0.99625,   +0.10873,    +0.08063,    +0.00244,  -14.32600,   -54.63600,    +1.91400
   677143822,   -0.00293,    -0.00805,    +0.99991,   +0.11240,    +0.07819,    -0.00244,  -14.15200,   -54.86800,    +1.62400
