time, ax, ay, az, gx, gy, gz, mx, my, mz;
     69036l,   -0.00195,    -0.03418,    -0.98486,   -0.01277,    -0.00851,    -0.00532,  -23.35606,   -13.94121,    -1.22227
     69036l,   +0.00391,    -0.02783,    -0.98975,   -0.01064,    -0.01383,    -0.01277,  -23.35606,   -13.94121,    -1.22227
     69036l,   -0.00146,    -0.02832,    -0.97900,   -0.01703,    -0.00958,    -0.00745,  -23.35606,   -13.94121,    -1.22227
     69036l,   +0.00488,    -0.02197,    -0.98242,   -0.00958,    -0.01171,    -0.00745,  -23.35606,   -13.94121,    -1.22227
     69036l,   -0.00000,    -0.02930,    -0.98486,   -0.01490,    -0.01490,    -0.01277,  -23.35606,   -13.94121,    -1.22227
     69036l,   +0.00098,    -0.02881,    -0.99268,   -0.01383,    -0.01171,    -0.00851,  -23.35606,   -13.94121,    -1.22227
     69036l,   -0.00342,    -0.02686,    -0.99072,   -0.01383,    -0.00958,    -0.01383,  -23.35606,   -13.94121,    -1.22227
     69036l,   +0.00195,    -0.03516,    -1.00195,   -0.01490,    -0.00639,    -0.00426,  -23.35606,   -13.94121,    -1.22227
     69036l,   +0.00342,    -0.02979,    -0.97559,   -0.01064,    -0.01383,    -0.00532,  -23.35606,   -13.94121,    -1.22227
     69036l,   -0.00293,    -0.03027,    -0.97461,   -0.01277,    -0.00851,    -0.00426,  -21.72656,   -14.84649,    -0.34922
     69036l,   +0.00586,    -0.02490,    -0.98389,   -0.01596,    -0.01383,    -0.01064,  -21.72656,   -14.84649,    -0.34922
     69036l,   -0.00000,    -0.02686,    -0.98584,   -0.01277,    -0.01064,    -0.00532,  -21.72656,   -14.84649,    -0.34922
     69036l,   -0.00098,    -0.02930,    -0.98584,   -0.01171,    -0.00958,    -0.00745,  -21.72656,   -14.84649,    -0.34922
     69036l,   +0.00488,    -0.03223,    -0.98291,   -0.01277,    -0.00958,    -0.00851,  -21.72656,   -14.84649,    -0.34922
     69036l,   -0.00635,    -0.02197,    -0.99561,   -0.02022,    -0.00851,    -0.00958,  -21.72656,   -14.84649,    -0.34922
     69036l,   -0.00098,    -0.03760,    -0.97754,   -0.01171,    -0.01703,    -0.00426,  -21.72656,   -14.84649,    -0.34922
     69036l,   +0.00732,    -0.01758,    -0.97119,   -0.01171,    -0.00958,    -0.00851,  -21.72656,   -14.84649,    -0.34922
     69036l,   -0.00293,    -0.02881,    -1.00684,   -0.01383,    -0.01383,    -0.00319,  -21.72656,   -14.84649,    -0.34922
     69036l,   +0.00098,    -0.02783,    -0.99268,   -0.01277,    -0.00958,    -0.01064,  -21.72656,   -14.84649,    -0.34922
     69036l,   +0.00635,    -0.02783,    -0.97607,   -0.01490,    -0.00851,    -0.00745,  -21.72656,   -14.84649,    -0.34922
     69036l,   -0.00732,    -0.02100,    -1.00244,   -0.01277,    -0.01064,    -0.01383,  -21.72656,   -14.84649,    -0.34922
     69036l,   -0.00342,    -0.03320,    -0.99316,   -0.01703,    -0.01383,    -0.00639,  -23.53711,   -16.65703,    -2.79375
     69036l,   -0.00391,    -0.02832,    -0.97412,   -0.01383,    -0.01383,    -0.00851,  -23.53711,   -16.65703,    -2.79375
     69036l,   -0.00342,    -0.03516,    -0.99512,   -0.01171,    -0.01171,    -0.00639,  -23.53711,   -16.65703,    -2.79375
     69036l,   -0.00635,    -0.02783,    -0.99316,   -0.01171,    -0.01064,    -0.00745,  -23.53711,   -16.65703,    -2.79375
     69036l,   +0.00439,    -0.03955,    -0.99561,   -0.01490,    -0.00639,    -0.00851,  -23.53711,   -16.65703,    -2.79375
     69036l,   -0.00000,    -0.02295,    -0.99365,   -0.01383,    -0.00958,    -0.01277,  -23.53711,   -16.65703,    -2.79375
     69036l,   +0.01123,    -0.02344,    -0.97998,   -0.00851,    -0.00958,    -0.00851,  -23.53711,   -16.65703,    -2.79375
     69036l,   -0.00293,    -0.04053,    -0.97119,   -0.01277,    -0.01064,    -0.01171,  -23.53711,   -16.65703,    -2.79375
     69036l,   -0.00098,    -0.02832,    -0.98535,   -0.01383,    -0.01277,    -0.00958,  -23.53711,   -16.65703,    -2.79375
     69036l,   +0.00049,    -0.02686,    -0.98242,   -0.00958,    -0.01277,    -0.00851,  -23.53711,   -16.65703,    -2.79375
     69036l,   -0.00195,    -0.02490,    -0.99805,   -0.01277,    -0.01490,    -0.01171,  -23.53711,   -16.65703,    -2.79375
     69036l,   -0.00488,    -0.03906,    -0.99561,   -0.01277,    -0.01171,    -0.00532,  -23.35606,   -15.38965,    -1.92070
     69036l,   -0.00439,    -0.02734,    -0.98633,   -0.01490,    -0.01171,    -0.00639,  -23.35606,   -15.38965,    -1.92070
     69036l,   +0.00684,    -0.02930,    -0.98975,   -0.00851,    -0.01171,    -0.00639,  -23.35606,   -15.38965,    -1.92070
     69036l,   +0.00977,    -0.04150,    -0.99854,   -0.00958,    -0.01596,    -0.01171,  -23.35606,   -15.38965,    -1.92070
     69036l,   +0.00439,    -0.02832,    -0.99365,   -0.01596,    -0.01064,    -0.00532,  -23.35606,   -15.38965,    -1.92070
     69036l,   +0.00195,    -0.02344,    -0.99268,   -0.01064,    -0.00851,    -0.00532,  -23.35606,   -15.38965,    -1.92070
     69036l,   -0.00928,    -0.02734,    -0.97803,   -0.01277,    -0.00426,    -0.00958,  -23.35606,   -15.38965,    -1.92070
     69036l,   -0.00439,    -0.02930,    -0.98193,   -0.00745,    -0.01809,    -0.00639,  -23.35606,   -15.38965,    -1.92070
     69036l,   +0.00244,    -0.04004,    -0.98584,   -0.01490,    -0.01277,    -0.01064,  -23.35606,   -15.38965,    -1.92070
     69036l,   -0.00293,    -0.02979,    -1.00293,   -0.01383,    -0.01171,    -0.00958,  -23.35606,   -15.38965,    -1.92070
     69036l,   +0.00391,    -0.02588,    -1.00098,   -0.01064,    -0.00958,    -0.00745,  -23.35606,   -15.38965,    -1.92070
     69036l,   -0.00391,    -0.02734,    -0.99609,   -0.01490,    -0.01383,    -0.00639,  -23.35606,   -15.38965,    -1.92070
     69036l,   -0.00391,    -0.02832,    -0.99268,   -0.01171,    -0.01490,    -0.00745,  -22.26973,   -16.83809,    -2.26992
     69036l,   -0.00244,    -0.02148,    -0.97656,   -0.01490,    -0.01490,    -0.00426,  -22.26973,   -16.83809,    -2.26992
     69036l,   +0.00098,    -0.03857,    -0.98242,   -0.01490,    -0.01383,    -0.00851,  -22.26973,   -16.83809,    -2.26992
     69036l,   -0.00781,    -0.02197,    -1.00098,   -0.01490,    -0.01596,    -0.00319,  -22.26973,   -16.83809,    -2.26992
     69036l,   +0.00244,    -0.03418,    -0.99561,   -0.01383,    -0.01064,    -0.00426,  -22.26973,   -16.83809,    -2.26992
     69036l,   +0.00244,    -0.03564,    -0.99902,   -0.01171,    -0.01171,    -0.00745,  -22.26973,   -16.83809,    -2.26992
     69036l,   +0.00293,    -0.02441,    -0.99512,   -0.01490,    -0.01277,    -0.00745,  -22.26973,   -16.83809,    -2.26992
     69036l,   -0.00781,    -0.03320,    -0.99463,   -0.01703,    -0.01383,    -0.00851,  -22.26973,   -16.83809,    -2.26992
     69036l,   +0.00342,    -0.01855,    -0.98975,   -0.01703,    -0.01277,    -0.00958,  -22.26973,   -16.83809,    -2.26992
     69036l,   +0.01172,    -0.03223,    -0.99219,   -0.01490,    -0.01171,    -0.00532,  -22.26973,   -16.83809,    -2.26992
     69036l,   +0.00049,    -0.02637,    -0.99121,   -0.01277,    -0.00851,    -0.00745,  -22.26973,   -16.83809,    -2.26992
     69036l,   +0.00635,    -0.02588,    -0.99268,   -0.01277,    -0.00745,    -0.00639,  -22.26973,   -16.83809,    -2.26992
     69036l,   -0.01074,    -0.02832,    -0.99707,   -0.01490,    -0.01383,    -0.01064,  -22.26973,   -16.83809,    -2.26992
     69036l,   -0.00781,    -0.02686,    -0.99121,   -0.01703,    -0.00532,    -0.00958,  -22.26973,   -16.83809,    -2.26992
     69036l,   -0.00439,    -0.02979,    -0.98779,   -0.01064,    -0.01277,    -0.00745,  -22.26973,   -16.83809,    -2.26992
     69036l,   -0.00098,    -0.02490,    -0.98877,   -0.01383,    -0.00958,    -0.00745,  -22.26973,   -16.83809,    -2.26992
     69036l,   +0.00098,    -0.02881,    -0.98633,   -0.01490,    -0.01490,    -0.01064,  -22.26973,   -16.83809,    -2.26992
     69036l,   -0.00781,    -0.02686,    -0.98438,   -0.01277,    -0.01490,    -0.01064,  -22.26973,   -16.83809,    -2.26992
     69036l,   -0.00293,    -0.02344,    -0.98730,   -0.01171,    -0.00958,    -0.00532,  -22.26973,   -16.83809,    -2.26992
     69036l,   -0.00195,    -0.02100,    -0.99707,   -0.01596,    -0.01064,    -0.00639,  -22.26973,   -16.83809,    -2.26992
     69036l,   -0.00146,    -0.02832,    -0.98584,   -0.00851,    -0.01277,    -0.01064,  -22.26973,   -16.83809,    -2.26992
     69036l,   -0.00391,    -0.02393,    -1.00293,   -0.01064,    -0.01064,    -0.00851,  -22.26973,   -16.83809,    -2.26992
     69036l,   +0.00098,    -0.03516,    -0.99121,   -0.01064,    -0.01064,    -0.00958,  -22.26973,   -16.83809,    -2.26992
     69036l,   -0.00439,    -0.02734,    -0.99072,   -0.01490,    -0.01171,    -0.01064,  -22.99395,   -15.38965,    -1.92070
     69036l,   -0.00293,    -0.02002,    -0.98291,   -0.01171,    -0.01171,    -0.00639,  -22.99395,   -15.38965,    -1.92070
     69036l,   -0.00391,    -0.03271,    -0.98877,   -0.01383,    -0.01064,    -0.01064,  -22.99395,   -15.38965,    -1.92070
     69036l,   +0.00293,    -0.03369,    -0.99170,   -0.00639,    -0.01064,    -0.00745,  -22.99395,   -15.38965,    -1.92070
     69036l,   -0.00684,    -0.02490,    -0.98828,   -0.01490,    -0.01064,    -0.00851,  -22.99395,   -15.38965,    -1.92070
     69036l,   -0.00439,    -0.02881,    -0.98633,   -0.01064,    -0.00958,    -0.00639,  -22.99395,   -15.38965,    -1.92070
     69036l,   +0.00586,    -0.02246,    -0.99854,   -0.01277,    -0.01171,    -0.00851,  -22.99395,   -15.38965,    -1.92070
     69036l,   -0.00195,    -0.03320,    -0.99170,   -0.01703,    -0.00745,    -0.00426,  -22.99395,   -15.38965,    -1.92070
     69036l,   -0.00049,    -0.02637,    -0.98193,   -0.01277,    -0.00958,    -0.00851,  -22.99395,   -15.38965,    -1.92070
     69036l,   -0.00146,    -0.02930,    -0.99561,   -0.01809,    -0.01490,    -0.00532,  -22.99395,   -15.38965,    -1.92070
     69036l,   -0.00244,    -0.02979,    -0.98730,   -0.01277,    -0.01277,    -0.00958,  -22.99395,   -15.38965,    -1.92070
     69036l,   +0.00391,    -0.02930,    -0.98779,   -0.01490,    -0.01064,    -0.00745,  -23.89922,   -14.84649,    -2.44453
     69036l,   +0.00049,    -0.02734,    -0.97119,   -0.01171,    -0.00958,    -0.00958,  -23.89922,   -14.84649,    -2.44453
     69036l,   +0.00244,    -0.02979,    -0.98096,   -0.01809,    -0.01171,    -0.01064,  -22.45078,   -16.29492,    -2.79375
     69036l,   +0.00049,    -0.02979,    -0.99707,   -0.01064,    -0.01277,    -0.00532,  -21.72656,   -15.93281,    -1.74609
     69036l,   -0.00635,    -0.02637,    -0.98291,   -0.00958,    -0.01277,    -0.00639,  -21.72656,   -15.93281,    -1.74609
     69036l,   -0.00049,    -0.02979,    -0.99951,   -0.01277,    -0.00958,    -0.00319,  -21.72656,   -15.93281,    -1.74609
     69036l,   -0.00098,    -0.02832,    -0.97754,   -0.01383,    -0.01703,    -0.00319,  -21.72656,   -15.93281,    -1.74609
     69036l,   -0.00586,    -0.02148,    -0.99121,   -0.01596,    -0.01277,    -0.00958,  -21.72656,   -15.93281,    -1.74609
     69036l,   -0.00391,    -0.02490,    -0.98193,   -0.01277,    -0.00639,    -0.00639,  -24.26133,   -15.20859,    -1.74609
     69036l,   -0.00049,    -0.02490,    -0.98193,   -0.01383,    -0.01383,    -0.00532,  -21.54551,   -14.66543,    -2.61914
     69036l,   -0.00293,    -0.03027,    -0.98584,   -0.01703,    -0.01064,    -0.00958,  -22.08867,   -13.76016,    -1.74609
     69036l,   -0.00098,    -0.02686,    -0.97363,   -0.01064,    -0.01916,    -0.00851,  -22.08867,   -13.76016,    -1.74609
     69036l,   -0.01123,    -0.02686,    -1.00537,   -0.01277,    -0.01171,    -0.00958,  -22.08867,   -13.76016,    -1.74609
     69036l,   -0.01074,    -0.02930,    -0.98779,   -0.01064,    -0.01064,    -0.00958,  -22.08867,   -13.76016,    -1.74609
     69036l,   -0.00439,    -0.02930,    -0.99170,   -0.00958,    -0.00532,    -0.01064,  -22.08867,   -13.76016,    -1.74609
     69036l,   +0.00293,    -0.02441,    -0.98877,   -0.01596,    -0.01064,    -0.00745,  -22.26973,   -13.94121,    -2.96836
     69036l,   +0.00098,    -0.02441,    -0.99512,   -0.01490,    -0.00851,    -0.00851,  -22.26973,   -13.94121,    -2.96836
     69036l,   +0.00586,    -0.01904,    -0.98877,   -0.01277,    -0.01277,    -0.00426,  -22.45078,   -15.93281,    -1.04766
     69036l,   +0.00342,    -0.02783,    -0.98438,   -0.00745,    -0.01171,    -0.01383,  -22.81289,   -15.20859,    -1.04766
     69036l,   -0.00635,    -0.02881,    -0.99805,   -0.01383,    -0.01703,    -0.00851,  -22.81289,   -15.20859,    -1.04766
     69036l,   +0.00049,    -0.02637,    -0.98828,   -0.01277,    -0.00958,    -0.00532,  -22.81289,   -15.20859,    -1.04766
     69036l,   -0.00977,    -0.02246,    -0.97510,   -0.01383,    -0.01277,    -0.01171,  -22.81289,   -15.20859,    -1.04766
     69036l,   +0.00195,    -0.02344,    -0.99707,   -0.01064,    -0.01383,    -0.00745,  -22.81289,   -15.20859,    -1.04766
     69036l,   +0.00342,    -0.03174,    -0.99023,   -0.01277,    -0.00745,    -0.00745,  -22.81289,   -15.20859,    -1.04766
     69036l,   -0.00879,    -0.02295,    -1.00244,   -0.01596,    -0.00745,    -0.00745,  -22.08867,   -15.57070,    -2.09531
     69036l,   +0.00098,    -0.02246,    -0.98584,   -0.01596,    -0.01490,    -0.00745,  -24.44238,   -15.38965,    -1.22227
     69036l,   -0.00439,    -0.03467,    -0.99902,   -0.01277,    -0.01383,    -0.01383,  -23.35606,   -15.38965,    -1.57148
     69036l,   -0.00244,    -0.03564,    -0.99707,   -0.01277,    -0.00958,    -0.00958,  -23.35606,   -15.38965,    -1.57148
     69036l,   -0.00146,    -0.02637,    -0.99463,   -0.01383,    -0.01277,    -0.00851,  -23.35606,   -15.38965,    -1.57148
     69036l,   -0.00635,    -0.02734,    -0.98389,   -0.01383,    -0.01383,    -0.01064,  -23.35606,   -15.38965,    -1.57148
     69036l,   -0.00244,    -0.02881,    -0.98242,   -0.01490,    -0.00851,    -0.01490,  -22.81289,   -14.84649,    -1.74609
     69036l,   +0.00586,    -0.02295,    -0.99219,   -0.01383,    -0.01277,    -0.01277,  -22.63184,   -15.75176,    -2.61914
     69036l,   -0.00098,    -0.02148,    -0.98389,   -0.01490,    -0.00532,    -0.00851,  -22.63184,   -15.75176,    -2.61914
     69036l,   -0.00684,    -0.02686,    -0.99170,   -0.01171,    -0.01171,    -0.01171,  -24.26133,   -16.29492,    -2.09531
     69036l,   -0.00391,    -0.03711,    -1.00049,   -0.01596,    -0.00958,    -0.00958,  -24.26133,   -16.29492,    -2.09531
     69036l,   -0.00146,    -0.02930,    -0.99072,   -0.01596,    -0.00958,    -0.01064,  -24.26133,   -16.29492,    -2.09531
     69036l,   -0.00146,    -0.02783,    -0.99561,   -0.01490,    -0.01064,    -0.00851,  -24.26133,   -16.29492,    -2.09531
     69036l,   +0.00488,    -0.02881,    -0.98877,   -0.01383,    -0.01490,    -0.01171,  -24.26133,   -16.29492,    -2.09531
     69036l,   +0.00537,    -0.03467,    -0.99072,   -0.00851,    -0.01064,    -0.00745,  -23.17500,   -15.20859,    -2.44453
     69036l,   -0.00732,    -0.02148,    -0.98975,   -0.01703,    -0.01383,    -0.00639,  -21.90762,   -15.02754,    -0.87305
     69036l,   -0.00684,    -0.02637,    -0.99512,   -0.01171,    -0.00745,    -0.00745,  -22.45078,   -15.20859,    +0.00000
     69036l,   +0.00391,    -0.02441,    -0.98828,   -0.01277,    -0.01277,    -0.00639,  -22.45078,   -15.20859,    +0.00000
     69036l,   -0.00195,    -0.02002,    -0.99463,   -0.01171,    -0.01064,    -0.00532,  -22.45078,   -15.20859,    +0.00000
     69036l,   -0.00244,    -0.02686,    -0.97998,   -0.01171,    -0.01171,    -0.00745,  -22.45078,   -15.20859,    +0.00000
     69036l,   -0.00244,    -0.02637,    -0.99023,   -0.00851,    -0.01277,    -0.01383,  -22.45078,   -15.20859,    +0.00000
     69036l,   +0.00098,    -0.02588,    -0.98291,   -0.01064,    -0.00851,    -0.00851,  -22.45078,   -15.20859,    +0.00000
     69036l,   -0.00098,    -0.02881,    -0.98926,   -0.00851,    -0.00745,    -0.00958,  -23.53711,   -16.65703,    -1.39688
     69036l,   -0.00439,    -0.02246,    -1.00098,   -0.01383,    -0.01277,    -0.00958,  -21.72656,   -14.84649,    -1.39688
     69036l,   -0.00586,    -0.02637,    -0.99268,   -0.00851,    -0.01064,    -0.00851,  -21.72656,   -14.84649,    -1.39688
     69036l,   +0.00342,    -0.02637,    -0.98486,   -0.01277,    -0.01490,    -0.00532,  -21.72656,   -14.84649,    -1.39688
     69036l,   -0.00586,    -0.03027,    -0.99121,   -0.02022,    -0.00851,    -0.00426,  -21.72656,   -14.84649,    -1.39688
     69036l,   -0.01221,    -0.02734,    -0.99512,   -0.01277,    -0.01703,    -0.00639,  -22.63184,   -16.11387,    -1.92070
     69036l,   -0.00049,    -0.02246,    -0.99707,   -0.01064,    -0.00639,    -0.00745,  -21.18340,   -15.02754,    -1.92070
     69036l,   -0.00684,    -0.02930,    -0.99512,   -0.01383,    -0.01064,    -0.01064,  -21.18340,   -15.02754,    -1.92070
     69036l,   -0.00244,    -0.03125,    -1.00781,   -0.01277,    -0.01277,    -0.01171,  -21.18340,   -15.02754,    -1.92070
     69036l,   -0.00684,    -0.02979,    -0.98584,   -0.01490,    -0.01703,    -0.00851,  -21.18340,   -15.02754,    -1.92070
     69036l,   +0.00391,    -0.03223,    -0.98779,   -0.01490,    -0.01171,    -0.00639,  -21.18340,   -15.02754,    -1.92070
     69036l,   -0.00635,    -0.03320,    -1.00098,   -0.01277,    -0.01277,    -0.00213,  -22.45078,   -15.93281,    -2.79375
     69036l,   -0.00781,    -0.02930,    -0.98584,   -0.01277,    -0.01064,    -0.00745,  -22.45078,   -14.12227,    -1.74609
     69036l,   -0.00830,    -0.02881,    -0.99854,   -0.01277,    -0.01596,    -0.00958,  -22.45078,   -14.12227,    -1.74609
     69036l,   -0.00635,    -0.02832,    -0.99561,   -0.01383,    -0.00745,    -0.00639,  -22.45078,   -14.12227,    -1.74609
     69036l,   -0.00049,    -0.02295,    -0.99365,   -0.01171,    -0.01171,    -0.00532,  -22.45078,   -14.12227,    -1.74609
     69036l,   -0.00146,    -0.03613,    -0.97998,   -0.01064,    -0.01277,    -0.00958,  -22.45078,   -14.12227,    -1.74609
     69036l,   +0.00098,    -0.02490,    -0.98584,   -0.01490,    -0.01277,    -0.00532,  -22.45078,   -14.12227,    -1.74609
     69036l,   +0.00781,    -0.01709,    -0.98682,   -0.01809,    -0.01490,    -0.00958,  -22.45078,   -14.12227,    -1.74609
     69036l,   -0.00146,    -0.02783,    -0.98730,   -0.01490,    -0.00958,    -0.01064,  -22.99395,   -13.57910,    -0.87305
     69036l,   -0.00732,    -0.02832,    -1.00391,   -0.01596,    -0.01277,    -0.00426,  -23.53711,   -15.93281,    -1.74609
     69036l,   -0.01074,    -0.02637,    -0.99561,   -0.01383,    -0.01171,    -0.00639,  -23.53711,   -15.93281,    -1.74609
     69036l,   -0.00146,    -0.02588,    -0.98633,   -0.01490,    -0.00851,    -0.01064,  -23.53711,   -15.93281,    -1.74609
     69036l,   -0.00195,    -0.02734,    -0.99268,   -0.01383,    -0.01490,    -0.00426,  -23.53711,   -15.93281,    -1.74609
     69036l,   -0.00146,    -0.03320,    -0.99023,   -0.01490,    -0.00958,    -0.00532,  -23.53711,   -15.93281,    -1.74609
     69036l,   -0.00830,    -0.03223,    -0.98975,   -0.01171,    -0.01171,    -0.00745,  -23.17500,   -14.84649,    -1.04766
     69036l,   -0.01025,    -0.02832,    -0.99170,   -0.01596,    -0.01064,    -0.01064,  -23.53711,   -14.84649,    -1.39688
     69036l,   -0.00342,    -0.03320,    -0.98828,   -0.01383,    -0.01064,    -0.00851,  -23.17500,   -14.84649,    -1.74609
     69036l,   +0.00244,    -0.02441,    -0.99805,   -0.01171,    -0.01171,    -0.01064,  -23.17500,   -14.84649,    -1.74609
